ID,Value
c8974476-f9e1-11e9-8f3d-d43b041bfdb9,125.22760785947978
c8974477-f9e1-11e9-8f3d-d43b041bfdb9,100.68692114484205
c8974478-f9e1-11e9-8f3d-d43b041bfdb9,150.99523001440267
c8974479-f9e1-11e9-8f3d-d43b041bfdb9,83.84877062798202
c897447a-f9e1-11e9-8f3d-d43b041bfdb9,76.79594029865007
c897447b-f9e1-11e9-8f3d-d43b041bfdb9,3.365242545123134
c897447c-f9e1-11e9-8f3d-d43b041bfdb9,197.49094459828007
c897447d-f9e1-11e9-8f3d-d43b041bfdb9,77.74550316682732
c897447e-f9e1-11e9-8f3d-d43b041bfdb9,73.07448168185371
c897447f-f9e1-11e9-8f3d-d43b041bfdb9,145.7280822906148
c8974480-f9e1-11e9-8f3d-d43b041bfdb9,189.02047376082118
c8974481-f9e1-11e9-8f3d-d43b041bfdb9,89.68677502291192
c8974482-f9e1-11e9-8f3d-d43b041bfdb9,167.195675830231
c8974483-f9e1-11e9-8f3d-d43b041bfdb9,12.00882272930225
c8974484-f9e1-11e9-8f3d-d43b041bfdb9,122.76778206329267
c8974485-f9e1-11e9-8f3d-d43b041bfdb9,38.22774422172608
c8974486-f9e1-11e9-8f3d-d43b041bfdb9,165.88606309629364
c8974487-f9e1-11e9-8f3d-d43b041bfdb9,118.26803546370405
c8974488-f9e1-11e9-8f3d-d43b041bfdb9,107.350378225756
c8974489-f9e1-11e9-8f3d-d43b041bfdb9,198.1496526824281
c897448a-f9e1-11e9-8f3d-d43b041bfdb9,70.15923040897094
c897448b-f9e1-11e9-8f3d-d43b041bfdb9,90.71096123885056
c897448c-f9e1-11e9-8f3d-d43b041bfdb9,141.34525351098185
c897448d-f9e1-11e9-8f3d-d43b041bfdb9,1.8670234293982055
c897448e-f9e1-11e9-8f3d-d43b041bfdb9,127.62816346887148
c897448f-f9e1-11e9-8f3d-d43b041bfdb9,6.135323849100842
c8974490-f9e1-11e9-8f3d-d43b041bfdb9,29.395189330916185
c8974491-f9e1-11e9-8f3d-d43b041bfdb9,24.05592173817521
c8974492-f9e1-11e9-8f3d-d43b041bfdb9,81.70284354754169
c8974493-f9e1-11e9-8f3d-d43b041bfdb9,181.97631736338096
c8974494-f9e1-11e9-8f3d-d43b041bfdb9,119.95023250849817
c8974495-f9e1-11e9-8f3d-d43b041bfdb9,54.3755599365742
c8974496-f9e1-11e9-8f3d-d43b041bfdb9,167.34999476776275
c8974497-f9e1-11e9-8f3d-d43b041bfdb9,121.56673265038266
c8974498-f9e1-11e9-8f3d-d43b041bfdb9,129.33960300724578
c8974499-f9e1-11e9-8f3d-d43b041bfdb9,1.7354713438417497
c897449a-f9e1-11e9-8f3d-d43b041bfdb9,37.637897569545515
c897449b-f9e1-11e9-8f3d-d43b041bfdb9,99.42072239159657
c897449c-f9e1-11e9-8f3d-d43b041bfdb9,192.238944543253
c897449d-f9e1-11e9-8f3d-d43b041bfdb9,2.958242894681291
c897449e-f9e1-11e9-8f3d-d43b041bfdb9,93.34935789434678
c897449f-f9e1-11e9-8f3d-d43b041bfdb9,165.64818665996322
c89744a0-f9e1-11e9-8f3d-d43b041bfdb9,14.246647780368264
c89744a1-f9e1-11e9-8f3d-d43b041bfdb9,163.0114152768648
c89744a2-f9e1-11e9-8f3d-d43b041bfdb9,66.20442708604722
c89744a3-f9e1-11e9-8f3d-d43b041bfdb9,186.9392707286462
c89744a4-f9e1-11e9-8f3d-d43b041bfdb9,46.327422687113916
c89744a5-f9e1-11e9-8f3d-d43b041bfdb9,96.55289008042604
c89744a6-f9e1-11e9-8f3d-d43b041bfdb9,177.23717274161552
c89744a7-f9e1-11e9-8f3d-d43b041bfdb9,61.02520616908245
c89744a8-f9e1-11e9-8f3d-d43b041bfdb9,17.93070047704287
c89744a9-f9e1-11e9-8f3d-d43b041bfdb9,79.11733224618933
c89744aa-f9e1-11e9-8f3d-d43b041bfdb9,186.25713367684216
c89744ab-f9e1-11e9-8f3d-d43b041bfdb9,112.44455793847706
c89744ac-f9e1-11e9-8f3d-d43b041bfdb9,141.7186878251264
c89744ad-f9e1-11e9-8f3d-d43b041bfdb9,56.54488736336111
c89744ae-f9e1-11e9-8f3d-d43b041bfdb9,162.80831678213093
c89744af-f9e1-11e9-8f3d-d43b041bfdb9,157.91989123207603
c89744b0-f9e1-11e9-8f3d-d43b041bfdb9,102.85139247010645
c89744b1-f9e1-11e9-8f3d-d43b041bfdb9,100.84959171653192
c89744b2-f9e1-11e9-8f3d-d43b041bfdb9,83.08499647905028
c89744b3-f9e1-11e9-8f3d-d43b041bfdb9,152.8089532841242
c89744b4-f9e1-11e9-8f3d-d43b041bfdb9,128.55128004025755
c89744b5-f9e1-11e9-8f3d-d43b041bfdb9,140.37024555702928
c89744b6-f9e1-11e9-8f3d-d43b041bfdb9,96.89218388614613
c89744b7-f9e1-11e9-8f3d-d43b041bfdb9,62.48937693485777
c89744b8-f9e1-11e9-8f3d-d43b041bfdb9,53.48475956489983
c89744b9-f9e1-11e9-8f3d-d43b041bfdb9,164.7540188348954
c89744ba-f9e1-11e9-8f3d-d43b041bfdb9,19.195592491638926
c89744bb-f9e1-11e9-8f3d-d43b041bfdb9,175.61439617955688
